Uniprot	description	markers	svm	svm.scores	final.assignment
Q96JB5	CDK5 regulatory subunit-associated protein 3 OS=Homo sapiens GN=CDK5RAP3 PE=1 SV=2 - [CK5P3_HUMAN]	unknown	ER	0.954718033	ER
Q14194	Dihydropyrimidinase-related protein 1 OS=Homo sapiens GN=CRMP1 PE=1 SV=1 - [DPYL1_HUMAN]	unknown	PROTEASOME	0.348617335	unknown
P30626-2	Isoform 2 of Sorcin OS=Homo sapiens GN=SRI - [SORCN_HUMAN]	unknown	CYTOSOL	0.915414557	CYTOSOL
O60499	Syntaxin-10 OS=Homo sapiens GN=STX10 PE=1 SV=1 - [STX10_HUMAN]	unknown	PM	0.48393461	unknown
Q4G0N4	NAD kinase 2, mitochondrial OS=Homo sapiens GN=NADK2 PE=1 SV=2 - [NAKD2_HUMAN]	MITOCHONDRION	MITOCHONDRION	1	MITOCHONDRION
Q8TED0	U3 small nucleolar RNA-associated protein 15 homolog OS=Homo sapiens GN=UTP15 PE=1 SV=3 - [UTP15_HUMAN]	NUCLEUS	NUCLEUS	1	NUCLEUS
P49736	DNA replication licensing factor MCM2 OS=Homo sapiens GN=MCM2 PE=1 SV=4 - [MCM2_HUMAN]	unknown	CYTOSOL	0.861661526	unknown
Q00839	Heterogeneous nuclear ribonucleoprotein U OS=Homo sapiens GN=HNRNPU PE=1 SV=6 - [HNRPU_HUMAN]	unknown	NUCLEUS	0.959156086	NUCLEUS
P12956	X-ray repair cross-complementing protein 6 OS=Homo sapiens GN=XRCC6 PE=1 SV=2 - [XRCC6_HUMAN]	unknown	NUCLEUS	0.509024711	NUCLEUS
P14649	Myosin light chain 6B OS=Homo sapiens GN=MYL6B PE=1 SV=1 - [MYL6B_HUMAN]	unknown	MITOCHONDRION	0.657916431	unknown
Q14247	Src substrate cortactin OS=Homo sapiens GN=CTTN PE=1 SV=2 - [SRC8_HUMAN]	unknown	NUCLEUS	0.234644146	unknown
P82930	28S ribosomal protein S34, mitochondrial OS=Homo sapiens GN=MRPS34 PE=1 SV=2 - [RT34_HUMAN]	unknown	MITOCHONDRION	0.959983655	MITOCHONDRION
Q86XZ4	Spermatogenesis-associated serine-rich protein 2 OS=Homo sapiens GN=SPATS2 PE=1 SV=1 - [SPAS2_HUMAN]	unknown	RIBOSOME 40S	0.594876233	unknown
P29372-5	Isoform 4 of DNA-3-methyladenine glycosylase OS=Homo sapiens GN=MPG - [3MG_HUMAN]	unknown	CHROMATIN	0.591142467	CHROMATIN
Q96A33	Coiled-coil domain-containing protein 47 OS=Homo sapiens GN=CCDC47 PE=1 SV=1 - [CCD47_HUMAN]	unknown	ER	0.946032268	ER
O95678	Keratin, type II cytoskeletal 75 OS=Homo sapiens GN=KRT75 PE=1 SV=2 - [K2C75_HUMAN]	unknown	NUCLEUS	0.68153376	NUCLEUS
Q9BRQ6	MICOS complex subunit MIC25 OS=Homo sapiens GN=CHCHD6 PE=1 SV=1 - [MIC25_HUMAN]	unknown	MITOCHONDRION	0.936886792	MITOCHONDRION
P31937	3-hydroxyisobutyrate dehydrogenase, mitochondrial OS=Homo sapiens GN=HIBADH PE=1 SV=2 - [3HIDH_HUMAN]	MITOCHONDRION	MITOCHONDRION	1	MITOCHONDRION
P22102	Trifunctional purine biosynthetic protein adenosine-3 OS=Homo sapiens GN=GART PE=1 SV=1 - [PUR2_HUMAN]	unknown	CYTOSOL	0.447802061	unknown
O15446	DNA-directed RNA polymerase I subunit RPA34 OS=Homo sapiens GN=CD3EAP PE=1 SV=1 - [RPA34_HUMAN]	unknown	NUCLEUS	0.832971301	NUCLEUS
Q8WW59	SPRY domain-containing protein 4 OS=Homo sapiens GN=SPRYD4 PE=1 SV=2 - [SPRY4_HUMAN]	unknown	MITOCHONDRION	0.962194071	MITOCHONDRION
P62993	Growth factor receptor-bound protein 2 OS=Homo sapiens GN=GRB2 PE=1 SV=1 - [GRB2_HUMAN]	unknown	CYTOSOL	0.47211352	unknown
Q9NVA2	Septin-11 OS=Homo sapiens GN=SEPT11 PE=1 SV=3 - [SEP11_HUMAN]	unknown	MITOCHONDRION	0.385588145	unknown
Q96DA6	Mitochondrial import inner membrane translocase subunit TIM14 OS=Homo sapiens GN=DNAJC19 PE=1 SV=3 - [TIM14_HUMAN]	unknown	MITOCHONDRION	0.951880954	MITOCHONDRION
Q12792-4	Isoform 4 of Twinfilin-1 OS=Homo sapiens GN=TWF1 - [TWF1_HUMAN]	unknown	CYTOSOL	0.553707068	unknown
Q9BVJ6	U3 small nucleolar RNA-associated protein 14 homolog A OS=Homo sapiens GN=UTP14A PE=1 SV=1 - [UT14A_HUMAN]	NUCLEUS	NUCLEUS	1	NUCLEUS
P09622	Dihydrolipoyl dehydrogenase, mitochondrial OS=Homo sapiens GN=DLD PE=1 SV=2 - [DLDH_HUMAN]	MITOCHONDRION	MITOCHONDRION	1	MITOCHONDRION
P02751-3	Isoform 3 of Fibronectin OS=Homo sapiens GN=FN1 - [FINC_HUMAN]	unknown	PM	0.76387211	unknown
O60216	Double-strand-break repair protein rad21 homolog OS=Homo sapiens GN=RAD21 PE=1 SV=2 - [RAD21_HUMAN]	CHROMATIN	CHROMATIN	1	CHROMATIN
Q86VY4	Testis-specific Y-encoded-like protein 5 OS=Homo sapiens GN=TSPYL5 PE=1 SV=2 - [TSYL5_HUMAN]	unknown	NUCLEUS	0.560165953	NUCLEUS
P07195	L-lactate dehydrogenase B chain OS=Homo sapiens GN=LDHB PE=1 SV=2 - [LDHB_HUMAN]	CYTOSOL	CYTOSOL	1	CYTOSOL
Q92626	Peroxidasin homolog OS=Homo sapiens GN=PXDN PE=1 SV=2 - [PXDN_HUMAN]	unknown	ER	0.934719042	ER
P60900	Proteasome subunit alpha type-6 OS=Homo sapiens GN=PSMA6 PE=1 SV=1 - [PSA6_HUMAN]	PROTEASOME	PROTEASOME	1	PROTEASOME
Q15436	Protein transport protein Sec23A OS=Homo sapiens GN=SEC23A PE=1 SV=2 - [SC23A_HUMAN]	unknown	PM	0.294767277	unknown
P00390-2	Isoform Cytoplasmic of Glutathione reductase, mitochondrial OS=Homo sapiens GN=GSR - [GSHR_HUMAN]	unknown	PROTEASOME	0.228707169	unknown
P23434	Glycine cleavage system H protein, mitochondrial OS=Homo sapiens GN=GCSH PE=1 SV=2 - [GCSH_HUMAN]	MITOCHONDRION	MITOCHONDRION	1	MITOCHONDRION
P09543-2	Isoform CNPI of 2',3'-cyclic-nucleotide 3'-phosphodiesterase OS=Homo sapiens GN=CNP - [CN37_HUMAN]	unknown	PM	0.79557866	unknown
P62841	40S ribosomal protein S15 OS=Homo sapiens GN=RPS15 PE=1 SV=2 - [RS15_HUMAN]	RIBOSOME 40S	RIBOSOME 40S	1	RIBOSOME 40S
P18085	ADP-ribosylation factor 4 OS=Homo sapiens GN=ARF4 PE=1 SV=3 - [ARF4_HUMAN]	unknown	PROTEASOME	0.491025706	unknown
Q96IU4	Protein ABHD14B OS=Homo sapiens GN=ABHD14B PE=1 SV=1 - [ABHEB_HUMAN]	unknown	CYTOSOL	0.917627137	CYTOSOL
Q02539	Histone H1.1 OS=Homo sapiens GN=HIST1H1A PE=1 SV=3 - [H11_HUMAN]	unknown	CHROMATIN	0.790163359	CHROMATIN
Q9Y3D9	28S ribosomal protein S23, mitochondrial OS=Homo sapiens GN=MRPS23 PE=1 SV=2 - [RT23_HUMAN]	unknown	MITOCHONDRION	0.954278827	MITOCHONDRION
P36969-2	Isoform Cytoplasmic of Phospholipid hydroperoxide glutathione peroxidase, mitochondrial OS=Homo sapiens GN=GPX4 - [GPX4_HUMAN]	unknown	MITOCHONDRION	0.308702626	unknown
Q9NRX4	14 kDa phosphohistidine phosphatase OS=Homo sapiens GN=PHPT1 PE=1 SV=1 - [PHP14_HUMAN]	CYTOSOL	CYTOSOL	1	CYTOSOL
P23526	Adenosylhomocysteinase OS=Homo sapiens GN=AHCY PE=1 SV=4 - [SAHH_HUMAN]	unknown	CYTOSOL	0.92471439	CYTOSOL
P30533	Alpha-2-macroglobulin receptor-associated protein OS=Homo sapiens GN=LRPAP1 PE=1 SV=1 - [AMRP_HUMAN]	unknown	ER	0.961856963	ER
P05023	Sodium/potassium-transporting ATPase subunit alpha-1 OS=Homo sapiens GN=ATP1A1 PE=1 SV=1 - [AT1A1_HUMAN]	PM	PM	1	PM
Q9Y657	Spindlin-1 OS=Homo sapiens GN=SPIN1 PE=1 SV=3 - [SPIN1_HUMAN]	unknown	NUCLEUS	0.906175414	NUCLEUS
Q8TAE8	Growth arrest and DNA damage-inducible proteins-interacting protein 1 OS=Homo sapiens GN=GADD45GIP1 PE=1 SV=1 - [G45IP_HUMAN]	unknown	MITOCHONDRION	0.944107854	MITOCHONDRION
Q9Y5J1	U3 small nucleolar RNA-associated protein 18 homolog OS=Homo sapiens GN=UTP18 PE=1 SV=3 - [UTP18_HUMAN]	NUCLEUS	NUCLEUS	1	NUCLEUS
O00330-3	Isoform 3 of Pyruvate dehydrogenase protein X component, mitochondrial OS=Homo sapiens GN=PDHX - [ODPX_HUMAN]	unknown	MITOCHONDRION	0.961295254	MITOCHONDRION
Q6UB35	Monofunctional C1-tetrahydrofolate synthase, mitochondrial OS=Homo sapiens GN=MTHFD1L PE=1 SV=1 - [C1TM_HUMAN]	unknown	MITOCHONDRION	0.961123406	MITOCHONDRION
P46782	40S ribosomal protein S5 OS=Homo sapiens GN=RPS5 PE=1 SV=4 - [RS5_HUMAN]	RIBOSOME 40S	RIBOSOME 40S	1	RIBOSOME 40S
Q8WUM4	Programmed cell death 6-interacting protein OS=Homo sapiens GN=PDCD6IP PE=1 SV=1 - [PDC6I_HUMAN]	unknown	CYTOSOL	0.646723532	unknown
O14949	Cytochrome b-c1 complex subunit 8 OS=Homo sapiens GN=UQCRQ PE=1 SV=4 - [QCR8_HUMAN]	unknown	MITOCHONDRION	0.960149366	MITOCHONDRION
Q96DE0-3	Isoform 3 of U8 snoRNA-decapping enzyme OS=Homo sapiens GN=NUDT16 - [NUD16_HUMAN]	unknown	PROTEASOME	0.299242166	unknown
P62495	Eukaryotic peptide chain release factor subunit 1 OS=Homo sapiens GN=ETF1 PE=1 SV=3 - [ERF1_HUMAN]	unknown	RIBOSOME 60S	0.365090966	unknown
Q9Y4P3	Transducin beta-like protein 2 OS=Homo sapiens GN=TBL2 PE=1 SV=1 - [TBL2_HUMAN]	ER	ER	1	ER
Q96A35	39S ribosomal protein L24, mitochondrial OS=Homo sapiens GN=MRPL24 PE=1 SV=1 - [RM24_HUMAN]	unknown	MITOCHONDRION	0.957465476	MITOCHONDRION
Q96AC1	Fermitin family homolog 2 OS=Homo sapiens GN=FERMT2 PE=1 SV=1 - [FERM2_HUMAN]	unknown	PM	0.711507983	unknown
P30043	Flavin reductase (NADPH) OS=Homo sapiens GN=BLVRB PE=1 SV=3 - [BLVRB_HUMAN]	unknown	CYTOSOL	0.885542684	unknown
Q08431	Lactadherin OS=Homo sapiens GN=MFGE8 PE=1 SV=2 - [MFGM_HUMAN]	unknown	PM	0.625693652	unknown
Q15056	Eukaryotic translation initiation factor 4H OS=Homo sapiens GN=EIF4H PE=1 SV=5 - [IF4H_HUMAN]	unknown	CYTOSOL	0.907861047	CYTOSOL
Q16666-2	Isoform 2 of Gamma-interferon-inducible protein 16 OS=Homo sapiens GN=IFI16 - [IF16_HUMAN]	unknown	CHROMATIN	0.750635761	CHROMATIN
P39656	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit OS=Homo sapiens GN=DDOST PE=1 SV=4 - [OST48_HUMAN]	ER	ER	1	ER
Q14204	Cytoplasmic dynein 1 heavy chain 1 OS=Homo sapiens GN=DYNC1H1 PE=1 SV=5 - [DYHC1_HUMAN]	unknown	CHROMATIN	0.408747773	unknown
Q86X51	Uncharacterized protein CXorf67 OS=Homo sapiens GN=CXorf67 PE=1 SV=1 - [CX067_HUMAN]	unknown	CHROMATIN	0.52331507	CHROMATIN
Q9NPJ6	Mediator of RNA polymerase II transcription subunit 4 OS=Homo sapiens GN=MED4 PE=1 SV=1 - [MED4_HUMAN]	unknown	NUCLEUS	0.738355619	NUCLEUS
Q96QR8	Transcriptional activator protein Pur-beta OS=Homo sapiens GN=PURB PE=1 SV=3 - [PURB_HUMAN]	unknown	PROTEASOME	0.347339185	unknown
P09972	Fructose-bisphosphate aldolase C OS=Homo sapiens GN=ALDOC PE=1 SV=2 - [ALDOC_HUMAN]	unknown	PROTEASOME	0.473629133	unknown
P07311	Acylphosphatase-1 OS=Homo sapiens GN=ACYP1 PE=1 SV=2 - [ACYP1_HUMAN]	unknown	PROTEASOME	0.495000772	unknown
Q16270	Insulin-like growth factor-binding protein 7 OS=Homo sapiens GN=IGFBP7 PE=1 SV=1 - [IBP7_HUMAN]	unknown	PM	0.772895694	unknown
O00154-6	Isoform 6 of Cytosolic acyl coenzyme A thioester hydrolase OS=Homo sapiens GN=ACOT7 - [BACH_HUMAN]	unknown	CYTOSOL	0.8891674	CYTOSOL
Q86XP3	ATP-dependent RNA helicase DDX42 OS=Homo sapiens GN=DDX42 PE=1 SV=1 - [DDX42_HUMAN]	unknown	NUCLEUS	0.899158423	NUCLEUS
Q8NBS9	Thioredoxin domain-containing protein 5 OS=Homo sapiens GN=TXNDC5 PE=1 SV=2 - [TXND5_HUMAN]	ER	ER	1	ER
Q99873-3	Isoform 3 of Protein arginine N-methyltransferase 1 OS=Homo sapiens GN=PRMT1 - [ANM1_HUMAN]	unknown	CYTOSOL	0.903620831	CYTOSOL
Q96D15	Reticulocalbin-3 OS=Homo sapiens GN=RCN3 PE=1 SV=1 - [RCN3_HUMAN]	unknown	ER	0.949724231	ER
P62753	40S ribosomal protein S6 OS=Homo sapiens GN=RPS6 PE=1 SV=1 - [RS6_HUMAN]	RIBOSOME 40S	RIBOSOME 40S	1	RIBOSOME 40S
Q13283	Ras GTPase-activating protein-binding protein 1 OS=Homo sapiens GN=G3BP1 PE=1 SV=1 - [G3BP1_HUMAN]	unknown	RIBOSOME 40S	0.625702637	unknown
Q9Y276	Mitochondrial chaperone BCS1 OS=Homo sapiens GN=BCS1L PE=1 SV=1 - [BCS1_HUMAN]	unknown	MITOCHONDRION	0.953835701	MITOCHONDRION
O75306	NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial OS=Homo sapiens GN=NDUFS2 PE=1 SV=2 - [NDUS2_HUMAN]	unknown	MITOCHONDRION	0.957983102	MITOCHONDRION
Q96HE7	ERO1-like protein alpha OS=Homo sapiens GN=ERO1A PE=1 SV=2 - [ERO1A_HUMAN]	unknown	ER	0.96259148	ER
Q9NR30	Nucleolar RNA helicase 2 OS=Homo sapiens GN=DDX21 PE=1 SV=5 - [DDX21_HUMAN]	NUCLEUS	NUCLEUS	1	NUCLEUS
Q9Y3B3	Transmembrane emp24 domain-containing protein 7 OS=Homo sapiens GN=TMED7 PE=1 SV=2 - [TMED7_HUMAN]	unknown	ER	0.620502666	unknown
Q9HDC9	Adipocyte plasma membrane-associated protein OS=Homo sapiens GN=APMAP PE=1 SV=2 - [APMAP_HUMAN]	unknown	ER	0.924451718	unknown
P49755	Transmembrane emp24 domain-containing protein 10 OS=Homo sapiens GN=TMED10 PE=1 SV=2 - [TMEDA_HUMAN]	unknown	ER	0.552419332	unknown
Q9BWL3-2	Isoform 2 of Uncharacterized protein C1orf43 OS=Homo sapiens GN=C1orf43 - [CA043_HUMAN]	unknown	PM	0.611756297	unknown
Q9UNK0	Syntaxin-8 OS=Homo sapiens GN=STX8 PE=1 SV=2 - [STX8_HUMAN]	unknown	PM	0.628490144	unknown
Q9H3K6	BolA-like protein 2 OS=Homo sapiens GN=BOLA2 PE=1 SV=1 - [BOLA2_HUMAN]	unknown	CYTOSOL	0.872775064	unknown
Q13740-2	Isoform 2 of CD166 antigen OS=Homo sapiens GN=ALCAM - [CD166_HUMAN]	PM	PM	1	PM
Q15005	Signal peptidase complex subunit 2 OS=Homo sapiens GN=SPCS2 PE=1 SV=3 - [SPCS2_HUMAN]	ER	ER	1	ER
P07858	Cathepsin B OS=Homo sapiens GN=CTSB PE=1 SV=3 - [CATB_HUMAN]	LYSOSOME	LYSOSOME	1	LYSOSOME
O96008	Mitochondrial import receptor subunit TOM40 homolog OS=Homo sapiens GN=TOMM40 PE=1 SV=1 - [TOM40_HUMAN]	MITOCHONDRION	MITOCHONDRION	1	MITOCHONDRION
P40925	Malate dehydrogenase, cytoplasmic OS=Homo sapiens GN=MDH1 PE=1 SV=4 - [MDHC_HUMAN]	CYTOSOL	CYTOSOL	1	CYTOSOL
Q12846	Syntaxin-4 OS=Homo sapiens GN=STX4 PE=1 SV=2 - [STX4_HUMAN]	PM	PM	1	PM
Q96AE4-2	Isoform 2 of Far upstream element-binding protein 1 OS=Homo sapiens GN=FUBP1 - [FUBP1_HUMAN]	unknown	NUCLEUS	0.401546457	NUCLEUS
Q13308	Inactive tyrosine-protein kinase 7 OS=Homo sapiens GN=PTK7 PE=1 SV=2 - [PTK7_HUMAN]	unknown	PM	0.940527623	PM
Q9Y2V2	Calcium-regulated heat-stable protein 1 OS=Homo sapiens GN=CARHSP1 PE=1 SV=2 - [CHSP1_HUMAN]	unknown	CYTOSOL	0.785649433	unknown
Q969J3	BLOC-1-related complex subunit 5 OS=Homo sapiens GN=BORCS5 PE=1 SV=1 - [BORC5_HUMAN]	unknown	LYSOSOME	0.672245017	LYSOSOME
O43396	Thioredoxin-like protein 1 OS=Homo sapiens GN=TXNL1 PE=1 SV=3 - [TXNL1_HUMAN]	unknown	CYTOSOL	0.760194015	unknown
P84095	Rho-related GTP-binding protein RhoG OS=Homo sapiens GN=RHOG PE=1 SV=1 - [RHOG_HUMAN]	PM	PM	1	PM
P49247	Ribose-5-phosphate isomerase OS=Homo sapiens GN=RPIA PE=1 SV=3 - [RPIA_HUMAN]	unknown	MITOCHONDRION	0.209975846	unknown
Q93052	Lipoma-preferred partner OS=Homo sapiens GN=LPP PE=1 SV=1 - [LPP_HUMAN]	unknown	RIBOSOME 60S	0.197224207	unknown
Q15771	Ras-related protein Rab-30 OS=Homo sapiens GN=RAB30 PE=1 SV=2 - [RAB30_HUMAN]	unknown	PM	0.763566746	unknown
Q9P016	Thymocyte nuclear protein 1 OS=Homo sapiens GN=THYN1 PE=1 SV=1 - [THYN1_HUMAN]	unknown	CHROMATIN	0.726834623	CHROMATIN
P26440	Isovaleryl-CoA dehydrogenase, mitochondrial OS=Homo sapiens GN=IVD PE=1 SV=1 - [IVD_HUMAN]	MITOCHONDRION	MITOCHONDRION	1	MITOCHONDRION
Q7Z422-2	Isoform 2 of SUZ domain-containing protein 1 OS=Homo sapiens GN=SZRD1 - [SZRD1_HUMAN]	unknown	CYTOSOL	0.84773078	unknown
P53999	Activated RNA polymerase II transcriptional coactivator p15 OS=Homo sapiens GN=SUB1 PE=1 SV=3 - [TCP4_HUMAN]	unknown	CYTOSOL	0.626082268	unknown
Q7L0Y3	Mitochondrial ribonuclease P protein 1 OS=Homo sapiens GN=TRMT10C PE=1 SV=2 - [MRRP1_HUMAN]	unknown	MITOCHONDRION	0.961073212	MITOCHONDRION
Q96DZ1	Endoplasmic reticulum lectin 1 OS=Homo sapiens GN=ERLEC1 PE=1 SV=1 - [ERLEC_HUMAN]	ER	ER	1	ER
Q8IZD4	mRNA-decapping enzyme 1B OS=Homo sapiens GN=DCP1B PE=1 SV=2 - [DCP1B_HUMAN]	unknown	RIBOSOME 40S	0.340011947	unknown
P18615	Negative elongation factor E OS=Homo sapiens GN=NELFE PE=1 SV=3 - [NELFE_HUMAN]	unknown	NUCLEUS	0.389107947	NUCLEUS
P62277	40S ribosomal protein S13 OS=Homo sapiens GN=RPS13 PE=1 SV=2 - [RS13_HUMAN]	RIBOSOME 40S	RIBOSOME 40S	1	RIBOSOME 40S
P50895	Basal cell adhesion molecule OS=Homo sapiens GN=BCAM PE=1 SV=2 - [BCAM_HUMAN]	PM	PM	1	PM
P20337	Ras-related protein Rab-3B OS=Homo sapiens GN=RAB3B PE=1 SV=2 - [RAB3B_HUMAN]	unknown	PM	0.385980623	unknown
O95573	Long-chain-fatty-acid--CoA ligase 3 OS=Homo sapiens GN=ACSL3 PE=1 SV=3 - [ACSL3_HUMAN]	unknown	ER	0.939633175	ER
Q07955	Serine/arginine-rich splicing factor 1 OS=Homo sapiens GN=SRSF1 PE=1 SV=2 - [SRSF1_HUMAN]	unknown	NUCLEUS	0.61961238	NUCLEUS
Q96I25	Splicing factor 45 OS=Homo sapiens GN=RBM17 PE=1 SV=1 - [SPF45_HUMAN]	unknown	NUCLEUS	0.968041142	NUCLEUS
P82933	28S ribosomal protein S9, mitochondrial OS=Homo sapiens GN=MRPS9 PE=1 SV=2 - [RT09_HUMAN]	unknown	MITOCHONDRION	0.955355873	MITOCHONDRION
P17174	Aspartate aminotransferase, cytoplasmic OS=Homo sapiens GN=GOT1 PE=1 SV=3 - [AATC_HUMAN]	CYTOSOL	CYTOSOL	1	CYTOSOL
Q15418-4	Isoform 4 of Ribosomal protein S6 kinase alpha-1 OS=Homo sapiens GN=RPS6KA1 - [KS6A1_HUMAN]	unknown	RIBOSOME 60S	0.291405577	unknown
Q9UK41	Vacuolar protein sorting-associated protein 28 homolog OS=Homo sapiens GN=VPS28 PE=1 SV=1 - [VPS28_HUMAN]	unknown	RIBOSOME 60S	0.242838745	unknown
P04062-4	Isoform 4 of Glucosylceramidase OS=Homo sapiens GN=GBA - [GLCM_HUMAN]	LYSOSOME	LYSOSOME	1	LYSOSOME
P43897	Elongation factor Ts, mitochondrial OS=Homo sapiens GN=TSFM PE=1 SV=2 - [EFTS_HUMAN]	MITOCHONDRION	MITOCHONDRION	1	MITOCHONDRION
Q9C0B5-2	Isoform 2 of Palmitoyltransferase ZDHHC5 OS=Homo sapiens GN=ZDHHC5 - [ZDHC5_HUMAN]	unknown	PM	0.91045444	PM
P46778	60S ribosomal protein L21 OS=Homo sapiens GN=RPL21 PE=1 SV=2 - [RL21_HUMAN]	RIBOSOME 60S	RIBOSOME 60S	1	RIBOSOME 60S
Q96FV9	THO complex subunit 1 OS=Homo sapiens GN=THOC1 PE=1 SV=1 - [THOC1_HUMAN]	unknown	NUCLEUS	0.5974254	NUCLEUS
Q9UJ70	N-acetyl-D-glucosamine kinase OS=Homo sapiens GN=NAGK PE=1 SV=4 - [NAGK_HUMAN]	unknown	CYTOSOL	0.913916669	CYTOSOL
P61513	60S ribosomal protein L37a OS=Homo sapiens GN=RPL37A PE=1 SV=2 - [RL37A_HUMAN]	RIBOSOME 60S	RIBOSOME 60S	1	RIBOSOME 60S
Q6NUK1	Calcium-binding mitochondrial carrier protein SCaMC-1 OS=Homo sapiens GN=SLC25A24 PE=1 SV=2 - [SCMC1_HUMAN]	MITOCHONDRION	MITOCHONDRION	1	MITOCHONDRION
Q02880-2	Isoform Beta-1 of DNA topoisomerase 2-beta OS=Homo sapiens GN=TOP2B - [TOP2B_HUMAN]	unknown	CHROMATIN	0.809495708	CHROMATIN
Q9Y3E5	Peptidyl-tRNA hydrolase 2, mitochondrial OS=Homo sapiens GN=PTRH2 PE=1 SV=1 - [PTH2_HUMAN]	unknown	ER	0.845343983	unknown
P09525	Annexin A4 OS=Homo sapiens GN=ANXA4 PE=1 SV=4 - [ANXA4_HUMAN]	unknown	CYTOSOL	0.891820402	CYTOSOL
P28838-2	Isoform 2 of Cytosol aminopeptidase OS=Homo sapiens GN=LAP3 - [AMPL_HUMAN]	unknown	MITOCHONDRION	0.522135354	unknown
P83731	60S ribosomal protein L24 OS=Homo sapiens GN=RPL24 PE=1 SV=1 - [RL24_HUMAN]	RIBOSOME 60S	RIBOSOME 60S	1	RIBOSOME 60S
P26368-2	Isoform 2 of Splicing factor U2AF 65 kDa subunit OS=Homo sapiens GN=U2AF2 - [U2AF2_HUMAN]	NUCLEUS	NUCLEUS	1	NUCLEUS
Q9NUQ6	SPATS2-like protein OS=Homo sapiens GN=SPATS2L PE=1 SV=2 - [SPS2L_HUMAN]	unknown	RIBOSOME 40S	0.616290285	unknown
O43678	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2 OS=Homo sapiens GN=NDUFA2 PE=1 SV=3 - [NDUA2_HUMAN]	MITOCHONDRION	MITOCHONDRION	1	MITOCHONDRION
Q9UKD2	mRNA turnover protein 4 homolog OS=Homo sapiens GN=MRTO4 PE=1 SV=2 - [MRT4_HUMAN]	unknown	NUCLEUS	0.889732497	NUCLEUS
Q9UKX7	Nuclear pore complex protein Nup50 OS=Homo sapiens GN=NUP50 PE=1 SV=2 - [NUP50_HUMAN]	unknown	NUCLEUS	0.40429735	NUCLEUS
O95861-4	Isoform 4 of 3'(2'),5'-bisphosphate nucleotidase 1 OS=Homo sapiens GN=BPNT1 - [BPNT1_HUMAN]	unknown	CYTOSOL	0.861436472	unknown
P40938	Replication factor C subunit 3 OS=Homo sapiens GN=RFC3 PE=1 SV=2 - [RFC3_HUMAN]	unknown	CHROMATIN	0.689940528	CHROMATIN
Q16643-3	Isoform 3 of Drebrin OS=Homo sapiens GN=DBN1 - [DREB_HUMAN]	unknown	ER	0.222137456	unknown
Q7Z5G4	Golgin subfamily A member 7 OS=Homo sapiens GN=GOLGA7 PE=1 SV=2 - [GOGA7_HUMAN]	unknown	PM	0.922226963	PM
O75477	Erlin-1 OS=Homo sapiens GN=ERLIN1 PE=1 SV=1 - [ERLN1_HUMAN]	ER	ER	1	ER
P49792	E3 SUMO-protein ligase RanBP2 OS=Homo sapiens GN=RANBP2 PE=1 SV=2 - [RBP2_HUMAN]	unknown	NUCLEUS	0.749004062	NUCLEUS
Q9BYG3	MKI67 FHA domain-interacting nucleolar phosphoprotein OS=Homo sapiens GN=NIFK PE=1 SV=1 - [MK67I_HUMAN]	unknown	NUCLEUS	0.910939958	NUCLEUS
P31943	Heterogeneous nuclear ribonucleoprotein H OS=Homo sapiens GN=HNRNPH1 PE=1 SV=4 - [HNRH1_HUMAN]	unknown	NUCLEUS	0.880769288	NUCLEUS
P22234	Multifunctional protein ADE2 OS=Homo sapiens GN=PAICS PE=1 SV=3 - [PUR6_HUMAN]	unknown	PROTEASOME	0.772129639	PROTEASOME
Q9Y221	60S ribosome subunit biogenesis protein NIP7 homolog OS=Homo sapiens GN=NIP7 PE=1 SV=1 - [NIP7_HUMAN]	unknown	NUCLEUS	0.884917193	NUCLEUS
Q6I9Y2	THO complex subunit 7 homolog OS=Homo sapiens GN=THOC7 PE=1 SV=3 - [THOC7_HUMAN]	unknown	NUCLEUS	0.447678039	NUCLEUS
Q9NWS0	PIH1 domain-containing protein 1 OS=Homo sapiens GN=PIH1D1 PE=1 SV=1 - [PIHD1_HUMAN]	unknown	NUCLEUS	0.300677336	unknown
P20338	Ras-related protein Rab-4A OS=Homo sapiens GN=RAB4A PE=1 SV=3 - [RAB4A_HUMAN]	unknown	PM	0.795925746	unknown
Q8NC56	LEM domain-containing protein 2 OS=Homo sapiens GN=LEMD2 PE=1 SV=1 - [LEMD2_HUMAN]	unknown	MITOCHONDRION	0.684753384	unknown
Q04323	UBX domain-containing protein 1 OS=Homo sapiens GN=UBXN1 PE=1 SV=2 - [UBXN1_HUMAN]	unknown	CYTOSOL	0.899095727	CYTOSOL
Q9UJS0	Calcium-binding mitochondrial carrier protein Aralar2 OS=Homo sapiens GN=SLC25A13 PE=1 SV=2 - [CMC2_HUMAN]	unknown	MITOCHONDRION	0.957346843	MITOCHONDRION
O60341	Lysine-specific histone demethylase 1A OS=Homo sapiens GN=KDM1A PE=1 SV=2 - [KDM1A_HUMAN]	unknown	NUCLEUS	0.836127628	NUCLEUS
